Name,Base Experience,Height,Weight,Image URL
shiftry,240,13,596,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
taillow,54,3,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
swellow,159,7,198,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
wingull,54,6,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
pelipper,154,12,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
ralts,40,4,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
kirlia,97,8,202,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
gardevoir,259,16,484,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
surskit,54,5,17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png
masquerain,159,8,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
shroomish,59,4,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png
breloom,161,12,392,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png
slakoth,56,8,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png
vigoroth,154,14,465,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png
slaking,252,20,1305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png
nincada,53,5,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png
ninjask,160,8,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png
shedinja,83,8,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png
whismur,48,6,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png
loudred,126,10,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png
exploud,245,15,840,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
makuhita,47,10,864,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png
hariyama,166,23,2538,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
azurill,38,2,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png
nosepass,75,10,970,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png
skitty,52,6,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png
delcatty,140,11,326,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png
sableye,133,5,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png
mawile,133,6,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png
aron,66,4,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png
lairon,151,9,1200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png
aggron,265,21,3600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png
meditite,56,6,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png
medicham,144,13,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png
electrike,59,6,152,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png
manectric,166,15,402,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png
plusle,142,4,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png
minun,142,4,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png
volbeat,151,7,177,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png
illumise,151,6,177,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png
roselia,140,3,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png
gulpin,60,4,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png
swalot,163,17,800,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png
carvanha,61,8,208,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png
sharpedo,161,18,888,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png
wailmer,80,20,1300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png
wailord,175,145,3980,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png
numel,61,7,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png
camerupt,161,19,2200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png
torkoal,165,5,804,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png
spoink,66,7,306,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png
grumpig,165,9,715,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png
spinda,126,11,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png
trapinch,58,7,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png
vibrava,119,11,153,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png
flygon,260,20,820,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png
cacnea,67,4,513,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png
cacturne,166,13,774,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png
swablu,62,4,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png
altaria,172,11,206,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png
zangoose,160,13,403,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png
seviper,160,27,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png
lunatone,161,10,1680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png
solrock,161,12,1540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png
barboach,58,4,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png
whiscash,164,9,236,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png
corphish,62,6,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png
crawdaunt,164,11,328,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png
baltoy,60,5,215,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png
claydol,175,15,1080,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png
lileep,71,10,238,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png
cradily,173,15,604,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png
anorith,71,7,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png
armaldo,173,15,682,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png
feebas,40,6,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png
milotic,189,62,1620,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png
castform,147,3,8,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png
kecleon,154,10,220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png
shuppet,59,6,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png
banette,159,11,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png
duskull,59,8,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png
dusclops,159,16,306,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png
tropius,161,20,1000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png
chimecho,159,6,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png
absol,163,12,470,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png
wynaut,52,6,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png
snorunt,60,7,168,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png
glalie,168,15,2565,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png
spheal,58,8,395,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png
sealeo,144,11,876,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png
walrein,265,14,1506,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png
clamperl,69,4,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png
huntail,170,17,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png
gorebyss,170,18,226,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png
relicanth,170,10,234,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png
luvdisc,116,6,87,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png
bagon,60,6,421,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png
shelgon,147,11,1105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png
salamence,300,15,1026,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png
beldum,60,6,952,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png
metang,147,12,2025,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png
metagross,300,16,5500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png
regirock,290,17,2300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png
regice,290,18,1750,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png
registeel,290,19,2050,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png
latias,300,14,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png
latios,300,20,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png
kyogre,335,45,3520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png
groudon,335,35,9500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png
rayquaza,340,70,2065,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png
jirachi,300,3,11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png
deoxys-normal,270,17,608,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png
turtwig,64,4,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png
grotle,142,11,970,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png
torterra,236,22,3100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png
chimchar,62,5,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png
monferno,142,9,220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png
infernape,240,12,550,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png
piplup,63,4,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png
prinplup,142,8,230,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png
empoleon,239,17,845,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png
starly,49,3,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png
staravia,119,6,155,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png
staraptor,218,12,249,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png
bidoof,50,5,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png
bibarel,144,10,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png
kricketot,39,3,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png
kricketune,134,10,255,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png
shinx,53,5,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png
luxio,127,9,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png
luxray,262,14,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png
budew,56,2,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png
roserade,258,9,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png
cranidos,70,9,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png
rampardos,173,16,1025,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png
shieldon,70,5,570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png
bastiodon,173,13,1495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
burmy,45,2,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
wormadam-plant,148,5,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
mothim,148,9,233,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
combee,49,3,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
vespiquen,166,12,385,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
pachirisu,142,4,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
buizel,66,7,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
floatzel,173,11,335,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
cherubi,55,4,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
cherrim,158,5,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
shellos,65,3,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
gastrodon,166,9,299,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
ambipom,169,12,203,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
drifloon,70,4,12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
drifblim,174,12,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
buneary,70,4,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
lopunny,168,12,333,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
mismagius,173,9,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
honchkrow,177,9,273,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
glameow,62,5,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
purugly,158,10,438,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
chingling,57,2,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
stunky,66,4,192,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
skuntank,168,10,380,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
bronzor,60,5,605,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
bronzong,175,13,1870,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
bonsly,58,5,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
mime-jr,62,6,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
happiny,110,6,244,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
chatot,144,5,19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
spiritomb,170,10,1080,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
gible,60,7,205,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
gabite,144,14,560,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
garchomp,300,19,950,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
munchlax,78,6,1050,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
riolu,57,7,202,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
lucario,184,12,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
hippopotas,66,8,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
hippowdon,184,20,3000,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
skorupi,66,8,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
drapion,175,13,615,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
croagunk,60,7,230,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
toxicroak,172,13,444,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
carnivine,159,14,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
finneon,66,4,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
lumineon,161,12,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
mantyke,69,10,650,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
snover,67,10,505,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
abomasnow,173,22,1355,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
weavile,179,11,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
magnezone,268,12,1800,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
lickilicky,180,17,1400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
rhyperior,268,24,2828,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
tangrowth,187,20,1286,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
electivire,270,18,1386,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
magmortar,270,16,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
togekiss,273,15,380,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
yanmega,180,19,515,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
leafeon,184,10,255,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
glaceon,184,8,259,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
gliscor,179,20,425,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
mamoswine,265,25,2910,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
porygon-z,268,9,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
gallade,259,16,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
probopass,184,14,3400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
dusknoir,263,22,1066,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
froslass,168,13,266,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
rotom,154,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png
uxie,290,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png
mesprit,290,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
azelf,290,3,3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png
dialga,340,54,6830,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
palkia,340,42,3360,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png
heatran,300,17,4300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
regigigas,335,37,4200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png
giratina-altered,340,45,7500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
cresselia,300,15,856,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
phione,216,4,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png
manaphy,270,3,14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
darkrai,270,15,505,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
shaymin-land,270,2,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png
arceus,324,32,3200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png
victini,300,4,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png
snivy,62,6,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png
servine,145,8,160,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png
serperior,238,33,630,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png
tepig,62,5,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png
pignite,146,10,555,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png
emboar,238,16,1500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
oshawott,62,5,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png
dewott,145,8,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
samurott,238,15,946,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png
patrat,51,5,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png
watchog,147,11,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png
lillipup,55,4,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
herdier,130,9,147,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
stoutland,250,12,610,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png
purrloin,56,4,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png
liepard,156,11,375,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
pansage,63,6,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png
simisage,174,11,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png
pansear,63,6,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png
simisear,174,10,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png
panpour,63,6,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
simipour,174,10,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
munna,58,6,233,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
musharna,170,11,605,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png
pidove,53,3,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png
tranquill,125,6,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png
unfezant,244,12,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png
blitzle,59,8,298,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png
zebstrika,174,16,795,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png
roggenrola,56,4,180,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png
boldore,137,9,1020,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png
gigalith,258,17,2600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
woobat,65,4,21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png
swoobat,149,9,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png
drilbur,66,3,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
excadrill,178,7,404,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
audino,390,11,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png
timburr,61,6,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png
gurdurr,142,12,400,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png
conkeldurr,253,14,870,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png
tympole,59,5,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png
palpitoad,134,8,170,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png
seismitoad,255,15,620,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png
throh,163,13,555,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png
sawk,163,14,510,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png
sewaddle,62,3,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png
swadloon,133,5,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png
leavanny,225,12,205,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png
venipede,52,4,53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png
whirlipede,126,12,585,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png
scolipede,243,25,2005,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png
cottonee,56,3,6,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png
whimsicott,168,7,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png
petilil,56,5,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png
lilligant,168,11,163,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png
